title,price,img-src,link_produkt-href,chipset,ram,dlugosc,taktowanie,part_number
NVIDIA H100 94GB HBM3,"152 086,18 zł",https://images.morele.net/i256/13809491_0_i256.jpg,https://www.morele.net/karta-graficzna-nvidia-h100-94gb-hbm3-900-21010-0020-000-13809491/,H100,268 mm,268 mm,1837 MHz,900-21010-0020-000
AMD Radeon Instinct MI210 64GB HBM2e,"45 100,74 zł",https://images.morele.net/i256/13115801_0_i256.jpg,https://www.morele.net/karta-graficzna-amd-radeon-instinct-mi210-64gb-hbm2e-100-300000008h-13115801/,Radeon Instinct MI210,267 mm,267 mm,1700 MHz,100-300000008H
PNY RTX 6000 Ada Generation 48GB GDDR6,"36 362,95 zł",https://images.morele.net/i256/13114163_1_i256.jpg,https://www.morele.net/karta-graficzna-pny-rtx-6000-ada-generation-48gb-gddr6-vcnrtx6000ada-pb-13114163/,,,,,VCNRTX6000ADA-PB
NVIDIA L40S 48GB GDDR6,"36 074,25 zł",https://images.morele.net/i256/13809494_0_i256.jpg,https://www.morele.net/karta-graficzna-nvidia-l40s-48gb-gddr6-900-2g133-0080-000-13809494/,L40S,267 mm,267 mm,2520 MHz,900-2G133-0080-000
NVIDIA L40 48GB GDDR6,"36 074,12 zł",https://images.morele.net/i256/13120936_0_i256.jpg,https://www.morele.net/karta-graficzna-nvidia-l40-48gb-gddr6-900-2g133-0010-000-13120936/,L40,267 mm,267 mm,2490 MHz,900-2G133-0010-000
NVIDIA RTX 6000 Ada Generation 48GB GDDR6,"32 801,11 zł",https://images.morele.net/i256/13173113_1_i256.jpg,https://www.morele.net/karta-graficzna-nvidia-rtx-6000-ada-generation-48gb-gddr6-900-5g133-2550-000-13173113/,RTX 6000 Ada Generation,268 mm,268 mm,2500 MHz,900-5G133-2550-000
PNY RTX 6000 Ada Generation 48GB GDDR6,"32 504,51 zł",https://images.morele.net/i256/13114164_2_i256.jpg,https://www.morele.net/karta-graficzna-pny-rtx-6000-ada-generation-48gb-gddr6-vcnrtx6000ada-sb-13114164/,,,,,VCNRTX6000ADA-SB
NVIDIA RTX 6000 Ada Generation 48GB GDDR6,"32 233,71 zł",https://images.morele.net/i256/13809500_0_i256.jpg,https://www.morele.net/karta-graficzna-nvidia-rtx-6000-ada-generation-48gb-gddr6-900-5g133-2250-000-13809500/,RTX 6000 Ada Generation,268 mm,268 mm,2500 MHz,900-5G133-2250-000
HP RTX 4500 Ada Generation 24GB GDDR6,"28 086,23 zł",https://images.morele.net/i256/14422936_0_i256.jpg,https://www.morele.net/karta-graficzna-hp-rtx-4500-ada-generation-24gb-gddr6-8d6c1aa-14422936/,RTX 4500 Ada Generation,267 mm,267 mm,2580 MHz,8D6C1AA
PNY RTX A6000 48GB GDDR6 BOX,"26 170,07 zł",https://images.morele.net/i256/8392683_0_i256.jpg,https://www.morele.net/karta-graficzna-pny-rtx-a6000-48gb-gddr6-box-vcnrtxa6000-sb-8392683/,RTX A6000,268 mm,268 mm,1860 MHz,VCNRTXA6000-SB
NVIDIA RTX 5000 Ada Generation 32GB GDDR6,"20 838,16 zł",https://images.morele.net/i256/13173112_1_i256.jpg,https://www.morele.net/karta-graficzna-nvidia-rtx-5000-ada-generation-32gb-gddr6-900-5g132-2540-000-13173112/,,,,,900-5G132-2540-000
PNY RTX 5000 Ada Generation 32GB GDDR6,"19 973,59 zł",https://images.morele.net/i256/13114161_1_i256.jpg,https://www.morele.net/karta-graficzna-pny-rtx-5000-ada-generation-32gb-gddr6-vcnrtx5000ada-pb-13114161/,,,,,VCNRTX5000ADA-PB
PNY RTX 5000 Ada Generation 32GB GDDR6,"19 647,29 zł",https://images.morele.net/i256/13114162_0_i256.jpg,https://www.morele.net/karta-graficzna-pny-rtx-5000-ada-generation-32gb-gddr6-vcnrtx5000ada-sb-13114162/,,,,,VCNRTX5000ADA-SB
Gigabyte Radeon Pro W7900 AI TOP 48GB GDDR6 DP 3xMini DP,"18 961,57 zł",https://images.morele.net/i256/14917297_0_i256.jpg,https://www.morele.net/gigabyte-radeon-pro-w7900-ai-top-48gb-gddr6-dp-3xmini-dp-14917297/,,48 GB,48 GB,,
NVIDIA RTX 5000 Ada Generation 32GB GDDR6,"18 407,25 zł",https://images.morele.net/i256/13173111_1_i256.jpg,https://www.morele.net/karta-graficzna-nvidia-rtx-5000-ada-generation-32gb-gddr6-900-5g132-2240-000-13173111/,,,,,900-5G132-2240-000
"ZOTAC GAMING GeForce RTX 5090 Solid OC White Edition, 32768 MB GDDR7","17 113,39 zł",https://images.morele.net/i256/14863863_0_i256.jpg,https://www.morele.net/zotac-gaming-geforce-rtx-5090-solid-oc-white-edition-32768-mb-gddr7-14863863/,,,,,
HP RTX A5000 24GB GDDR6,"16 594,50 zł",https://images.morele.net/i256/12907222_0_i256.jpg,https://www.morele.net/karta-graficzna-hp-rtx-a5000-24gb-gddr6-20x23aa-12907222/,RTX A5000,268 mm,268 mm,1695 MHz,20X23AA
Asus ROG Astral LC GeForce RTX 5090 OC 32GB GDDR7 DLSS4,15 999 zł,https://images.morele.net/i256/14499245_0_i256.jpg,https://www.morele.net/karta-graficzna-asus-rog-astral-lc-geforce-rtx-5090-oc-32gb-gddr7-dlss4-rog-astral-lc-rtx5090-o32g-gaming-14499245/,GeForce RTX 5090,289 mm,289 mm,Brak danych,ROG-ASTRAL-LC-RTX5090-O32G-GAMING
Gigabyte AORUS GeForce RTX 5090 Xtreme Waterforce 32GB GDDR7,14 999 zł,https://images.morele.net/i256/14485483_7_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-aorus-geforce-rtx-5090-xtreme-waterforce-32gb-gddr7-gv-n5090aorusx-w-32gd-14485483/,GeForce RTX 5090,245 mm,245 mm,2655 MHz,GV-N5090AORUSX W-32GD
NVIDIA L4 24GB GDDR6,14 999 zł,https://images.morele.net/i256/13115956_0_i256.jpg,https://www.morele.net/karta-graficzna-nvidia-l4-24gb-gddr6-900-2g193-0000-000-13115956/,L4,168 mm,168 mm,2040 MHz,900-2G193-0000-000
Gigabyte AORUS GeForce RTX 5090 Master ICE 32GB GDDR7,14 599 zł,https://images.morele.net/i256/14485557_9_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-aorus-geforce-rtx-5090-master-ice-32gb-gddr7-gv-n5090aorusm-ice-32gd-14485557/,GeForce RTX 5090,360 mm,360 mm,2655 MHz,GV-N5090AORUSM ICE-32GD
Gigabyte AORUS GeForce RTX 5090 Master 32GB GDDR7,"14 553,99 zł",https://images.morele.net/i256/14485559_9_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-aorus-geforce-rtx-5090-master-32gb-gddr7-gv-n5090aorus-m-32gd-14485559/,GeForce RTX 5090,360 mm,360 mm,2655 MHz,GV-N5090AORUS M-32GD
Inno3D GeForce RTX 5090 X3 32GB GDDR7 DLSS4,"14 455,10 zł",https://images.morele.net/i256/14520192_2_i256.jpg,https://www.morele.net/karta-graficzna-inno3d-geforce-rtx-5090-x3-32gb-gddr7-dlss4-n50903-32d7-17593928-14520192/,GeForce RTX 5090,333 mm,333 mm,2407 MHz,N50903-32D7-17593928
NVIDIA A16 64GB GDDR6,"14 393,71 zł",https://images.morele.net/i256/13120933_1_i256.jpg,https://www.morele.net/karta-graficzna-nvidia-a16-64gb-gddr6-900-2g171-0000-100-13120933/,A16,267 mm,267 mm,1695 MHz,900-2G171-0000-100
Gainward GeForce RTX 5090 Phantom GS NVIDIA 32 GB GDDR7,"14 042,99 zł",https://images.morele.net/i256/14878559_0_i256.jpg,https://www.morele.net/gainward-geforce-rtx-5090-phantom-gs-nvidia-32-gb-gddr7-14878559/,,,,,
Palit GeForce RTX 5090 GameRock 32GB GDDR7 DLSS4,13 499 zł,https://images.morele.net/i256/14744924_9_i256.jpg,https://www.morele.net/karta-graficzna-palit-geforce-rtx-5090-gamerock-32gb-gddr7-dlss4-ne75090019r5-gb2020g-14744924/,GeForce RTX 5090,332 mm,332 mm,2407 MHz,NE75090019R5-GB2020G
Asus TUF Gaming GeForce RTX 5090 OC 32GB GDDR7,13 299 zł,https://images.morele.net/i256/14730224_9_i256.jpg,https://www.morele.net/karta-graficzna-asus-tuf-gaming-geforce-rtx-5090-oc-32gb-gddr7-tuf-rtx5090-o32g-gaming-14730224/,GeForce RTX 5090,348 mm,348 mm,2580 MHz,TUF-RTX5090-O32G-GAMING
PNY GeForce RTX 5090 Overclocked,"13 263,90 zł",https://images.morele.net/i256/14481801_0_i256.jpg,https://www.morele.net/karta-graficzna-pny-geforce-rtx-5090-overclocked-vcg509032tfxpb1-o-14481801/,GeForce RTX 5090,329 mm,329 mm,2410 MHz,VCG509032TFXPB1-O
Lenovo RTX A5000 24GB GDDR6,"13 176,31 zł",https://images.morele.net/i256/10521152_2_i256.jpg,https://www.morele.net/karta-graficzna-lenovo-rtx-a5000-24gb-gddr6-4x61d97085-10521152/,RTX A5000,Brak danych,Brak danych,1695 MHz,4X61D97085
MSI GeForce RTX 5090 Gaming Trio OC 32GB GDDR7,"12 979,99 zł",https://images.morele.net/i256/14471823_1_i256.jpg,https://www.morele.net/karta-graficzna-msi-geforce-rtx-5090-gaming-trio-oc-32gb-gddr7-14471823/,GeForce RTX 5090,359 mm,359 mm,2497 MHz,
PNY RTX A5000 24GB GDDR6,"12 544,94 zł",https://images.morele.net/i256/8535618_0_i256.jpg,https://www.morele.net/karta-graficzna-pny-rtx-a5000-24gb-gddr6-vcnrtxa5000-sb-8535618/,RTX A5000,268 mm,268 mm,1695 MHz,VCNRTXA5000-SB
PNY RTX 4500 Ada Generation 24GB GDDR6,"12 400,09 zł",https://images.morele.net/i256/13127434_1_i256.jpg,https://www.morele.net/karta-graficzna-pny-rtx-4500-ada-generation-24gb-gddr6-vcnrtx4500ada-pb-13127434/,,,,,VCNRTX4500ADA-PB
NVIDIA Karta graficzna NVIDIA L4 Module 24GB PCIe 4.0 x16 LP - ATX bracket retail,"12 127,65 zł",https://images.morele.net/i256/14102906_0_i256.jpg,https://www.morele.net/karta-graficzna-nvidia-karta-graficzna-nvidia-l4-module-24gb-pcie-4-0-x16-lp-atx-bracket-retail-14102906/,,,,,
NVIDIA RTX A4500 20GB GDDR6,"10 470,42 zł",https://images.morele.net/i256/13809498_0_i256.jpg,https://www.morele.net/karta-graficzna-nvidia-rtx-a4500-20gb-gddr6-900-5g132-2260-000-13809498/,RTX A4500,267 mm,267 mm,1650 MHz,900-5G132-2260-000
PNY RTX 4500 Ada Generation 24GB GDDR6,"11 247,94 zł",https://images.morele.net/i256/13129614_5_i256.jpg,https://www.morele.net/karta-graficzna-pny-rtx-4500-ada-generation-24gb-gddr6-vcnrtx4500ada-sb-13129614/,,,,,VCNRTX4500ADA-SB
PNY Nvidia Tesla T4 16GB GDDR6,"11 090,49 zł",https://images.morele.net/i256/6059714_0_i256.jpg,https://www.morele.net/karta-graficzna-pny-nvidia-tesla-t4-16gb-gddr6-rtcst4m-pb-6059714/,Tesla T4,168 mm,168 mm,1590 MHz,RTCST4M-PB
HP RTX A4000 1S6GB GDDR6,"10 307,41 zł",https://images.morele.net/i256/13173174_0_i256.jpg,https://www.morele.net/karta-graficzna-hp-rtx-a4000-1s6gb-gddr6-6h7j7aa-13173174/,RTX A4000,241 mm,241 mm,1560 MHz,6H7J7AA
AMD Radeon PRO W7800 32GB GDDR6,"9 207,87 zł",https://images.morele.net/i256/12961610_1_i256.jpg,https://www.morele.net/karta-graficzna-amd-radeon-pro-w7800-32gb-gddr6-100-300000075-12961610/,Radeon Pro W7800,280 mm,280 mm,2500 MHz,100-300000075
Matrox M9188 2GB DDR2 8x Mini DisplayPort,"8 635,02 zł",https://images.morele.net/i256/445457_0_i256.jpg,https://www.morele.net/karta-graficzna-matrox-m9188-2gb-ddr2-128-bit-8x-mini-displayport-m9188-e2048f-445457/,Matrox,229 mm,229 mm,Brak danych,128 bit
Asus TUF Gaming GeForce RTX 5080 16GB GDDR7,"8 400,89 zł",https://images.morele.net/i256/14485257_0_i256.jpg,https://www.morele.net/karta-graficzna-asus-tuf-gaming-geforce-rtx-5080-16gb-gddr7-tuf-rtx5080-16g-gaming-14485257/,GeForce RTX 5080,348 mm,348 mm,Brak danych,TUF-RTX5080-16G-GAMING
Lenovo GeForce RTX 3080 Ti 12GB GDDR6X,"7 902,25 zł",https://images.morele.net/i256/13117715_1_i256.jpg,https://www.morele.net/karta-graficzna-lenovo-geforce-rtx-3080-ti-12gb-gddr6x-4x61h65932-13117715/,GeForce RTX 3080 Ti,285 mm,285 mm,1665 MHz,4X61H65932
PNY RTX 4000 SSF Ada Generation Power Limited 20GB GDDR6,"7 643,29 zł",https://images.morele.net/i256/14454562_1_i256.jpg,https://www.morele.net/karta-graficzna-pny-rtx-4000-ssf-ada-generation-power-limited-20gb-gddr6-vcnrtx4000adalp-pl-14454562/,RTX 4000 Ada Generation,168 mm,168 mm,1560 MHz,VCNRTX4000ADALP-PL
HP Quadro T1000 8GB GDDR6,"7 213,19 zł",https://images.morele.net/i256/13120223_0_i256.jpg,https://www.morele.net/karta-graficzna-hp-quadro-t1000-8gb-gddr6-6v9v4aa-13120223/,Quadro T1000,Brak danych,Brak danych,1395 MHz,6V9V4AA
HP RTX A4000 16GB GDDR6,"6 756,73 zł",https://images.morele.net/i256/14097852_0_i256.jpg,https://www.morele.net/karta-graficzna-hp-rtx-a4000-16gb-gddr6-20x24aa-14097852/,RTX A4000,241 mm,241 mm,1560 MHz,20X24AA
Lenovo RTX 4000 Ada Generation 20GB GDDR6,"6 860,77 zł",https://images.morele.net/i256/13341085_1_i256.jpg,https://www.morele.net/karta-graficzna-lenovo-rtx-4000-ada-generation-20gb-gddr6-4x61p39479-13341085/,RTX 4000 Ada Generation,245 mm,245 mm,2175 MHz,4X61P39479
Gigabyte AORUS GeForce RTX 5080 Master ICE 16GB GDDR7,"6 779,02 zł",https://images.morele.net/i256/14485971_9_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-aorus-geforce-rtx-5080-master-ice-16gb-gddr7-gv-n5080aorusm-ice-16gd-14485971/,GeForce RTX 5080,360 mm,360 mm,2805 MHz,GV-N5080AORUSM ICE-16GD
PNY RTX 4000 SSF Ada Generation 20GB GDDR6,"6 654,94 zł",https://images.morele.net/i256/13114165_1_i256.jpg,https://www.morele.net/karta-graficzna-pny-rtx-4000-ssf-ada-generation-20gb-gddr6-vcnrtx4000adalp-pb-13114165/,,,,,VCNRTX4000ADALP-PB
NVIDIA A2 16GB GDDR6,"6 573,66 zł",https://images.morele.net/i256/13120934_0_i256.jpg,https://www.morele.net/karta-graficzna-nvidia-a2-16gb-gddr6-tcsa2matx-pb-13120934/,A2,Brak danych,Brak danych,1770 MHz,TCSA2MATX-PB
PNY RTX 4000 Ada Generation 20GB GDDR6,"6 490,83 zł",https://images.morele.net/i256/13119829_1_i256.jpg,https://www.morele.net/karta-graficzna-pny-rtx-4000-ada-generation-20gb-gddr6-vcnrtx4000ada-pb-13119829/,,,,,VCNRTX4000ADA-PB
PNY GeForce RTX 5080 ARGB EPIC-X RGB Overclocked 16GB GDDR7,"6 460,67 zł",https://images.morele.net/i256/14481802_0_i256.jpg,https://www.morele.net/karta-graficzna-pny-geforce-rtx-5080-argb-epic-x-rgb-overclocked-16gb-gddr7-vcg508016tfxxpb1-o-14481802/,GeForce RTX 5080,329 mm,329 mm,2620 MHz,VCG508016TFXXPB1-O
VGA Man GeForce RTX 5080 16GB Gallardo OC,"6 380,97 zł",https://images.morele.net/i256/14917301_0_i256.jpg,https://www.morele.net/vga-man-geforce-rtx-5080-16gb-gallardo-oc-14917301/,,,,,
PNY RTX 4000 SSF Ada Generation 20GB GDDR6,"6 286,87 zł",https://images.morele.net/i256/13114160_1_i256.jpg,https://www.morele.net/karta-graficzna-pny-rtx-4000-ssf-ada-generation-20gb-gddr6-vcnrtx4000adalp-sb-13114160/,,,,,VCNRTX4000ADALP-SB
"INNO3D GeForce RTX 5080 X3 OC White, 16384 MB GDDR7","6 262,47 zł",https://images.morele.net/i256/14483826_0_i256.jpg,https://www.morele.net/inno3d-geforce-rtx-5080-x3-oc-white-16384-mb-gddr7-14483826/,,,,,
Zotac Gaming GeForce RTX 5080 SOLID 16GB GDDR7,"6 205,48 zł",https://images.morele.net/i256/14486091_0_i256.jpg,https://www.morele.net/karta-graficzna-zotac-gaming-geforce-rtx-5080-solid-16gb-gddr7-zt-b50800d-10p-14486091/,,,,,ZT-B50800D-10P
Inno3D GeForce RTX 5080 X3 16GB GDDR7 DLSS4,6 158 zł,https://images.morele.net/i256/14483821_2_i256.jpg,https://www.morele.net/karta-graficzna-inno3d-geforce-rtx-5080-x3-16gb-gddr7-dlss4-n50803-16d7-176068n-14483821/,,,,,N50803-16D7-176068N
"ZOTAC GAMING GeForce RTX 5070 Ti Solid Core, 16384 MB GDDR7","6 047,99 zł",https://images.morele.net/i256/14689678_0_i256.jpg,https://www.morele.net/zotac-gaming-geforce-rtx-5070-ti-solid-core-16384-mb-gddr7-14689678/,,16 GB,16 GB,,
NVIDIA RTX 4000 Ada Generation 20GB GDDR6,"7 016,38 zł",https://images.morele.net/i256/14069020_0_i256.jpg,https://www.morele.net/karta-graficzna-nvidia-rtx-4000-ada-generation-20gb-gddr6-900-5g190-2570-000-14069020/,RTX 4000 Ada Generation,245 mm,245 mm,2175 MHz,900-5G190-2570-000
PNY GeForce RTX 5080 Overclocked 16GB GDDR7,"6 002,53 zł",https://images.morele.net/i256/14481803_0_i256.jpg,https://www.morele.net/karta-graficzna-pny-geforce-rtx-5080-overclocked-16gb-gddr7-vcg508016tfxpb1-o-14481803/,GeForce RTX 5080,329 mm,329 mm,2620 MHz,VCG508016TFXPB1-O
Gigabyte GeForce RTX 5080 Windforce OC SFF 16GB GDDR7,"5 974,29 zł",https://images.morele.net/i256/14485977_8_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-5080-windforce-oc-sff-16gb-gddr7-gv-n5080wf3oc-16gd-14485977/,GeForce RTX 5080,304 mm,304 mm,2670 MHz,GV-N5080WF3OC-16GD
PNY 16GB RTX A4000 4xDP Full Retail one size,5 924 zł,https://images.morele.net/i256/14943793_0_i256.jpg,https://www.morele.net/pny-16gb-rtx-a4000-4xdp-full-retail-one-size-14943793/,,,,,
Zotac RTX 5080 Solid Core               16GB GDDR7 HDMI 3xDP,"5 878,99 zł",https://images.morele.net/i256/14828026_0_i256.jpg,https://www.morele.net/zotac-rtx-5080-solid-core-16gb-gddr7-hdmi-3xdp-14828026/,,16 GB,16 GB,,
Inno3D GeForce RTX 5080 X3 OC 16GB GDDR7 DLSS4,"5 779,50 zł",https://images.morele.net/i256/14483827_2_i256.jpg,https://www.morele.net/karta-graficzna-inno3d-geforce-rtx-5080-x3-oc-16gb-gddr7-dlss4-n50803-16d7x-17603930-14483827/,,,,,N50803-16D7X-17603930
NVIDIA A2 16GB GDDR6,"5 863,47 zł",https://images.morele.net/i256/14068847_0_i256.jpg,https://www.morele.net/karta-graficzna-nvidia-a2-16gb-gddr6-900-2g179-0020-100-14068847/,A2,Brak danych,Brak danych,1770 MHz,900-2G179-0020-100
NVIDIA RTX 4000 Ada Generation 20GB GDDR6,"5 781,01 zł",https://images.morele.net/i256/13809496_0_i256.jpg,https://www.morele.net/karta-graficzna-nvidia-rtx-4000-ada-generation-20gb-gddr6-900-5g192-2270-000-13809496/,RTX 4000 Ada Generation,245 mm,245 mm,2175 MHz,900-5G192-2270-000
NVIDIA RTX 4000 Ada Generation 20GB GDDR6,"5 780,64 zł",https://images.morele.net/i256/13173110_1_i256.jpg,https://www.morele.net/karta-graficzna-nvidia-rtx-4000-ada-generation-20gb-gddr6-900-5g190-2270-000-13173110/,RTX 4000 Ada Generation,245 mm,245 mm,2175 MHz,900-5G190-2270-000
Gigabyte GeForce RTX 5080 Aero OC SFF 16GB GDDR7,5 749 zł,https://images.morele.net/i256/14485975_8_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-5080-aero-oc-sff-16gb-gddr7-gv-n5080aero-oc-16gd-14485975/,GeForce RTX 5080,304 mm,304 mm,2730 MHz,GV-N5080AERO OC-16GD
RTX 5080 16GB Zotac Gaming Solid Core OC GDDR7 3Fan,"5 615,59 zł",https://images.morele.net/i256/14791480_0_i256.jpg,https://www.morele.net/rtx-5080-16gb-zotac-gaming-solid-core-oc-gddr7-3fan-14791480/,,16 GB,16 GB,,
INNO3D GeForce RTX 5080 X3 GAMING OC 16GB GDDR7 3xDP+HDMI,"5 593,97 zł",https://images.morele.net/i256/14796764_0_i256.jpg,https://www.morele.net/inno3d-geforce-rtx-5080-x3-gaming-oc-16gb-gddr7-3xdp-hdmi-14796764/,,,,,
HP RTX A4000 16GB GDDR6,"5 530,61 zł",https://images.morele.net/i256/9986516_0_i256.jpg,https://www.morele.net/karta-graficzna-hp-rtx-a4000-16gb-gddr6-20x24aa-9986516/,RTX A4000,241 mm,241 mm,1560 MHz,20X24AA
Lenovo RTX A4000 16GB GDDR6,"5 489,28 zł",https://images.morele.net/i256/9620175_0_i256.jpg,https://www.morele.net/karta-graficzna-lenovo-rtx-a4000-16gb-gddr6-4x61e26089-9620175/,RTX A4000,241 mm,241 mm,1560 MHz,4X61E26089
Palit GeForce RTX 5070 Ti GamingPro 16GB GDDR7 DLSS4,"5 470,99 zł",https://images.morele.net/i256/14744895_10_i256.jpg,https://www.morele.net/karta-graficzna-palit-geforce-rtx-5070-ti-gamingpro-16gb-gddr7-dlss4-ne7507t019t2-gb2031a-14744895/,,,,,NE7507T019T2-GB2031A
Asus ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 DLSS4,"5 460,98 zł",https://images.morele.net/i256/14895845_7_i256.jpg,https://www.morele.net/karta-graficzna-asus-rog-strix-geforce-rtx-5070-ti-oc-16gb-gddr7-dlss4-rog-strix-rtx5070ti-o16g-gaming-14895845/,GeForce RTX 5070 Ti,332 mm,332 mm,2625 MHz,ROG-STRIX-RTX5070TI-O16G-GAMING
Inno3D GeForce RTX 5070 Ti X3 16GB GDDR7,"5 118,99 zł",https://images.morele.net/i256/14702206_2_i256.jpg,https://www.morele.net/karta-graficzna-inno3d-geforce-rtx-5070-ti-x3-16gb-gddr7-n507t3-16d7-176068n-14702206/,,,,,N507T3-16D7-176068N
Asus ROG Strix Radeon RX 6900 XT Gaming OC 16GB GDDR6,4 999 zł,https://images.morele.net/i256/5946234_0_i256.jpg,https://www.morele.net/karta-graficzna-asus-rog-strix-radeon-rx-6900-xt-gaming-oc-16gb-gddr6-rog-strix-lc-rx6900xt-o16g-gaming-5946234/,Radeon RX 6900 XT,277 mm,277 mm,2365 MHz,ROG-STRIX-LC-RX6900XT-O16G-GAMING
Palit GeForce RTX 5070 Ti GamingPro V1 OC 16GB GDDR7 DLSS4,"4 769,01 zł",https://images.morele.net/i256/14852283_9_i256.jpg,https://www.morele.net/karta-graficzna-palit-geforce-rtx-5070-ti-gamingpro-v1-oc-16gb-gddr7-dlss4-ne7507ts19t2-gb2031y-14852283/,,,,,NE7507TS19T2-GB2031Y
VGA Man GeForce RTX 5070 TI 16GB Stellar OC,"4 744,27 zł",https://images.morele.net/i256/14917306_0_i256.jpg,https://www.morele.net/vga-man-geforce-rtx-5070-ti-16gb-stellar-oc-14917306/,,,,,
RTX 5070 Ti 16GB Manli Polar Fox OC 3 Fan,"4 505,70 zł",https://images.morele.net/i256/14939654_0_i256.jpg,https://www.morele.net/rtx-5070-ti-16gb-manli-polar-fox-oc-3-fan-14939654/,,,,,
Asus TUF Gaming Radeon RX 9070 XT OC 16GB GDDR6,"4 485,99 zł",https://images.morele.net/i256/14731753_0_i256.jpg,https://www.morele.net/karta-graficzna-asus-tuf-gaming-radeon-rx-9070-xt-oc-16gb-gddr6-tuf-rx9070xt-o16g-gaming-14731753/,Radeon RX 9070 XT,330 mm,330 mm,Brak danych,TUF-RX9070XT-O16G-GAMING
Inno3D GeForce RTX 5070 Ti X3 OC White 16GB GDDR7 DLSS4,"4 469,99 zł",https://images.morele.net/i256/14702207_2_i256.jpg,https://www.morele.net/karta-graficzna-inno3d-geforce-rtx-5070-ti-x3-oc-white-16gb-gddr7-dlss4-n507t3-16d7x-176068w-14702207/,,,,,N507T3-16D7X-176068W
Palit GeForce RTX 5070 Ti GameRock 16GB GDDR7 DLSS4,4 469 zł,https://images.morele.net/i256/14764710_9_i256.jpg,https://www.morele.net/karta-graficzna-palit-geforce-rtx-5070-ti-gamerock-16gb-gddr7-dlss4-ne7507t019t2-gb2030g-14764710/,,,,,NE7507T019T2-GB2030G
Palit GeForce RTX 5070 Ti GameRock OC 16GB GDDR7 DLSS4,4 349 zł,https://images.morele.net/i256/14731806_0_i256.jpg,https://www.morele.net/karta-graficzna-palit-geforce-rtx-5070-ti-gamerock-oc-16gb-gddr7-dlss4-ne7507th19t2-gb2030g-14731806/,,,,,NE7507TH19T2-GB2030G
Gainward RTX5070Ti Phoenix GS V1 16GB GDDR7 HDMI 3xDP,4 305 zł,https://images.morele.net/i256/14881446_0_i256.jpg,https://www.morele.net/gainward-rtx5070ti-phoenix-gs-v1-16gb-gddr7-hdmi-3xdp-14881446/,,16 GB,16 GB,,
Nvidia Rtx Ph X2Xxx 4Mdp,"4 290,07 zł",https://images.morele.net/i256/14828068_0_i256.jpg,https://www.morele.net/nvidia-rtx-ph-x2xxx-4mdp-14828068/,,16 GB,16 GB,,
AMD Radeon Pro W7700 16GB GDDR6,"4 488,18 zł",https://images.morele.net/i256/13145945_0_i256.jpg,https://www.morele.net/karta-graficzna-amd-radeon-pro-w7700-16gb-gddr6-100-300000006-13145945/,Radeon Pro W7700,241 mm,241 mm,2600 MHz,100-300000006
Zotac GAMING GeForce RTX 5070 Ti SOLID SFF OC NVIDIA 16 GB GDDR7,"4 151,18 zł",https://images.morele.net/i256/14844559_0_i256.jpg,https://www.morele.net/zotac-gaming-geforce-rtx-5070-ti-solid-sff-oc-nvidia-16-gb-gddr7-14844559/,,16 GB,16 GB,,
Gigabyte GeForce RTX 5070 Ti Windforce SFF 16GB GDDR7 DLSS4,3 949 zł,https://images.morele.net/i256/14731792_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-5070-ti-windforce-sff-16gb-gddr7-dlss4-gv-n507twf3-16gd-14731792/,,,,,GV-N507TWF3-16GD
Karta graf. PowerColor Red Devil RX9070XT S WH 16G,"3 939,86 zł",https://images.morele.net/i256/14856577_0_i256.jpg,https://www.morele.net/karta-graf-powercolor-red-devil-rx9070xt-s-wh-16g-14856577/,,16 GB,16 GB,,
Palit GeForce RTX 5070 Ti GamingPro V1 16GB GDDR7 DLSS4,"4 098,82 zł",https://images.morele.net/i256/14852284_9_i256.jpg,https://www.morele.net/karta-graficzna-palit-geforce-rtx-5070-ti-gamingpro-v1-16gb-gddr7-dlss4-ne7507t019t2-gb2031y-14852284/,,,,,NE7507T019T2-GB2031Y
PNY RTX 2000 Ada Generation Power Limited 16GB GDDR6,"3 929,20 zł",https://images.morele.net/i256/14454561_1_i256.jpg,https://www.morele.net/karta-graficzna-pny-rtx-2000-ada-generation-power-limited-16gb-gddr6-vcnrtx2000ada-pl-14454561/,RTX 2000 Ada Generation,168 mm,168 mm,2115 MHz,VCNRTX2000ADA-PL
Acer Nitro Radeon RX 9070 XT OC 16GB AMD GDDR6,"3 801,07 zł",https://images.morele.net/i256/14873021_0_i256.jpg,https://www.morele.net/acer-nitro-radeon-rx-9070-xt-oc-16gb-amd-gddr6-14873021/,,16 GB,16 GB,,
XFX RX 9070XT MERCURY Gaming LED 16GB Black RX-97TMERCB9 retail,"3 779,99 zł",https://images.morele.net/i256/14778007_0_i256.jpg,https://www.morele.net/xfx-rx-9070xt-mercury-gaming-led-16gb-black-rx-97tmercb9-retail-14778007/,,,,,
